,n steps,MSE,MAE,MAPE,eps
40,40,2488.4133,41.87687,1.1794866,0.03162277660168379
41,41,2489.8645,41.89603,1.1799963,0.03162277660168379
42,42,2491.3125,41.91517,1.1805042,0.03162277660168379
43,43,2492.7585,41.934284,1.1810106,0.03162277660168379
44,44,2494.2017,41.953377,1.1815152,0.03162277660168379
45,45,2495.642,41.97244,1.1820185,0.03162277660168379
46,46,2497.0798,41.99148,1.1825202,0.03162277660168379
47,47,2498.515,42.010498,1.1830199,0.03162277660168379
48,48,2499.9478,42.029484,1.1835184,0.03162277660168379
49,49,2501.3777,42.048454,1.1840149,0.03162277660168379
0,0,2435.2964,41.181763,1.1603738,0.1778279410038923
1,1,2443.9795,41.2946,1.1635574,0.1778279410038923
2,2,2452.57,41.40652,1.1666849,0.1778279410038923
3,3,2461.069,41.517555,1.1697569,0.1778279410038923
4,4,2469.4788,41.62771,1.1727744,0.1778279410038923
5,5,2477.7998,41.73702,1.1757383,0.1778279410038923
6,6,2486.0347,41.845505,1.1786498,0.1778279410038923
7,7,2494.1846,41.953186,1.1815094,0.1778279410038923
8,8,2502.2515,42.06008,1.1843182,0.1778279410038923
9,9,2510.2366,42.166218,1.1870774,0.1778279410038923
10,10,2518.1426,42.27161,1.189788,0.1778279410038923
11,11,2525.9712,42.376293,1.1924509,0.1778279410038923
12,12,2533.7234,42.480274,1.1950669,0.1778279410038923
13,13,2541.4026,42.58358,1.1976371,0.1778279410038923
14,14,2549.009,42.686226,1.2001626,0.1778279410038923
15,15,2556.5457,42.788235,1.2026439,0.1778279410038923
16,16,2564.015,42.889633,1.2050823,0.1778279410038923
17,17,2571.4175,42.990437,1.2074786,0.1778279410038923
18,18,2578.7566,43.09066,1.2098335,0.1778279410038923
19,19,2586.0334,43.190327,1.2121483,0.1778279410038923
20,20,2593.25,43.28946,1.2144237,0.1778279410038923
21,21,2600.4094,43.388073,1.2166605,0.1778279410038923
22,22,2607.5122,43.48619,1.2188597,0.1778279410038923
23,23,2614.5618,43.583828,1.2210224,0.1778279410038923
24,24,2621.5593,43.681007,1.2231492,0.1778279410038923
25,25,2628.507,43.77774,1.2252412,0.1778279410038923
26,26,2635.4072,43.874054,1.2272991,0.1778279410038923
27,27,2642.2622,43.969948,1.229324,0.1778279410038923
28,28,2649.0735,44.065464,1.2313164,0.1778279410038923
29,29,2655.8435,44.160603,1.2332774,0.1778279410038923
30,30,2662.5737,44.255375,1.235208,0.1778279410038923
31,31,2669.2668,44.34981,1.2371086,0.1778279410038923
32,32,2675.924,44.443913,1.2389805,0.1778279410038923
33,33,2682.5476,44.537704,1.2408242,0.1778279410038923
34,34,2689.1392,44.631187,1.2426407,0.1778279410038923
35,35,2695.7007,44.72438,1.2444305,0.1778279410038923
36,36,2702.2344,44.8173,1.2461945,0.1778279410038923
37,37,2708.7407,44.909943,1.2479336,0.1778279410038923
38,38,2715.2231,45.00234,1.2496481,0.1778279410038923
39,39,2721.6824,45.094486,1.2513396,0.1778279410038923
40,40,2728.1208,45.186413,1.253008,0.1778279410038923
41,41,2734.5396,45.27812,1.2546546,0.1778279410038923
42,42,2740.9412,45.36963,1.2562801,0.1778279410038923
43,43,2747.3274,45.460945,1.2578849,0.1778279410038923
44,44,2753.6995,45.552094,1.2594702,0.1778279410038923
45,45,2760.0603,45.643074,1.2610363,0.1778279410038923
46,46,2766.4106,45.733913,1.2625842,0.1778279410038923
47,47,2772.753,45.82461,1.2641145,0.1778279410038923
48,48,2779.0889,45.91519,1.2656279,0.1778279410038923
49,49,2785.42,46.00566,1.2671249,0.1778279410038923
0,0,2474.6753,41.695923,1.1746283,1.0
1,1,2520.078,42.29741,1.1904479,1.0
2,2,2563.0398,42.87629,1.2047639,1.0
3,3,2603.9058,43.436188,1.2177433,1.0
4,4,2643.035,43.980556,1.229548,1.0
5,5,2680.792,44.51256,1.2403339,1.0
6,6,2717.5203,45.034767,1.2502478,1.0
7,7,2753.5427,45.549465,1.2594272,1.0
8,8,2789.1853,46.059017,1.2680036,1.0
9,9,2824.757,46.565533,1.2760973,1.0
10,10,2860.5356,47.070778,1.2838145,1.0
11,11,2896.7722,47.57628,1.2912468,1.0
12,12,2933.6643,48.08319,1.2984698,1.0
13,13,2971.389,48.592537,1.3055482,1.0
14,14,3010.1094,49.105175,1.3125367,1.0
15,15,3049.9692,49.62181,1.3194823,1.0
16,16,3091.1055,50.14309,1.3264253,1.0
17,17,3133.626,50.669453,1.3333986,1.0
18,18,3177.6306,51.201225,1.3404292,1.0
19,19,3223.1826,51.738552,1.3475378,1.0
20,20,3270.3088,52.281437,1.3547395,1.0
21,21,3319.0256,52.82984,1.3620456,1.0
22,22,3369.3635,53.38382,1.3694662,1.0
23,23,3421.3748,53.94349,1.3770086,1.0
24,24,3475.0967,54.50894,1.3846779,1.0
25,25,3530.5684,55.080227,1.3924768,1.0
26,26,3587.809,55.65737,1.4004065,1.0
27,27,3646.8467,56.240517,1.40847,1.0
28,28,3707.6875,56.82967,1.4166677,1.0
29,29,3770.341,57.424892,1.4250035,1.0
30,30,3834.8438,58.026386,1.4334826,1.0
31,31,3901.288,58.634647,1.4421184,1.0
32,32,3969.8264,59.250416,1.4509288,1.0
33,33,4040.5762,59.874367,1.4599307,1.0
34,34,4113.637,60.506886,1.4691334,1.0
35,35,4189.0386,61.147938,1.4785314,1.0
36,36,4266.6772,61.796688,1.4881032,1.0
37,37,4346.48,62.45248,1.4978224,1.0
38,38,4428.353,63.114677,1.5076689,1.0
39,39,4512.219,63.782852,1.5176256,1.0
40,40,4598.0854,64.45688,1.5276868,1.0
41,41,4685.943,65.13663,1.5378451,1.0
42,42,4775.761,65.82182,1.5480926,1.0
43,43,4867.5005,66.51226,1.5584193,1.0
44,44,4961.073,67.20745,1.5688096,1.0
45,45,5056.361,67.90696,1.5792472,1.0
46,46,5153.2944,68.61044,1.5897201,1.0
47,47,5251.8267,69.317825,1.6002183,1.0
48,48,5351.9717,70.02904,1.6107404,1.0
49,49,5453.739,70.74424,1.6212801,1.0
