,n steps,ACC,ROC AUC,PR AUC,eps
14,14,0.7546212121212121,0.7544714690492441,0.6797004053270301,0.005623413251903491
15,15,0.7545454545454545,0.7543980476101839,0.6796135639026379,0.005623413251903491
16,16,0.7545454545454545,0.7543980476101839,0.6796135639026379,0.005623413251903491
17,17,0.754469696969697,0.7543246261711236,0.6795267494769786,0.005623413251903491
18,18,0.754469696969697,0.7543246261711236,0.6795267494769786,0.005623413251903491
19,19,0.754469696969697,0.7543246261711236,0.6795267494769786,0.005623413251903491
20,20,0.754469696969697,0.7543246261711236,0.6795267494769786,0.005623413251903491
21,21,0.754469696969697,0.7543246261711236,0.6795267494769786,0.005623413251903491
22,22,0.7545454545454545,0.7544028734324695,0.6795972922781427,0.005623413251903491
23,23,0.7545454545454545,0.7544028734324695,0.6795972922781427,0.005623413251903491
24,24,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.005623413251903491
25,25,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.005623413251903491
26,26,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.005623413251903491
27,27,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.005623413251903491
28,28,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.005623413251903491
29,29,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.005623413251903491
30,30,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
31,31,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
32,32,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
33,33,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
34,34,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
35,35,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
36,36,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
37,37,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
38,38,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
39,39,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
40,40,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
41,41,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
42,42,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
43,43,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
44,44,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
45,45,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
46,46,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
47,47,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
48,48,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
49,49,0.7546969696969696,0.7545593679551612,0.679738387384025,0.005623413251903491
0,0,0.7615151515151515,0.7609839162237251,0.6883546235770105,0.03162277660168379
1,1,0.7559848484848485,0.7556627577506153,0.6817212288872838,0.03162277660168379
2,2,0.755,0.7547903180216888,0.6802994492910087,0.03162277660168379
3,3,0.755,0.7548144471331169,0.6802170860372188,0.03162277660168379
4,4,0.7547727272727273,0.7546038344605075,0.6799232142889181,0.03162277660168379
5,5,0.7552272727272727,0.7550588405617257,0.6803961101897928,0.03162277660168379
