,n steps,MSE,MAE,MAPE,eps
38,38,2029.5869,37.520115,1.0556718,0.005623413251903491
39,39,2030.8767,37.535492,1.0561347,0.005623413251903491
40,40,2032.1648,37.550858,1.0565964,0.005623413251903491
41,41,2033.4514,37.56621,1.0570573,0.005623413251903491
42,42,2034.7367,37.581554,1.0575172,0.005623413251903491
43,43,2036.0206,37.596886,1.057976,0.005623413251903491
44,44,2037.3025,37.6122,1.0584338,0.005623413251903491
45,45,2038.583,37.627506,1.0588907,0.005623413251903491
46,46,2039.8622,37.642807,1.0593467,0.005623413251903491
47,47,2041.1398,37.65809,1.0598016,0.005623413251903491
48,48,2042.4155,37.673363,1.0602556,0.005623413251903491
49,49,2043.6902,37.688625,1.0607084,0.005623413251903491
0,0,1985.6284,36.999863,1.0396326,0.03162277660168379
1,1,1993.1605,37.088463,1.0424172,0.03162277660168379
2,2,2000.6409,37.176662,1.0451678,0.03162277660168379
3,3,2008.0696,37.264446,1.0478848,0.03162277660168379
4,4,2015.4471,37.35184,1.0505689,0.03162277660168379
5,5,2022.7751,37.438885,1.0532203,0.03162277660168379
6,6,2030.0532,37.52555,1.0558395,0.03162277660168379
7,7,2037.2825,37.61182,1.0584271,0.03162277660168379
8,8,2044.4639,37.69773,1.0609838,0.03162277660168379
9,9,2051.5977,37.78331,1.06351,0.03162277660168379
10,10,2058.6846,37.868523,1.0660056,0.03162277660168379
11,11,2065.7253,37.953373,1.0684714,0.03162277660168379
12,12,2072.7212,38.037914,1.0709083,0.03162277660168379
13,13,2079.673,38.122143,1.0733167,0.03162277660168379
14,14,2086.5813,38.20603,1.0756968,0.03162277660168379
15,15,2093.4463,38.289616,1.0780491,0.03162277660168379
16,16,2100.2693,38.37287,1.0803741,0.03162277660168379
17,17,2107.0515,38.45583,1.0826725,0.03162277660168379
18,18,2113.7932,38.538498,1.0849446,0.03162277660168379
19,19,2120.4956,38.620888,1.0871907,0.03162277660168379
20,20,2127.1592,38.703007,1.0894117,0.03162277660168379
21,21,2133.785,38.78485,1.0916077,0.03162277660168379
22,22,2140.3735,38.86644,1.0937796,0.03162277660168379
23,23,2146.9258,38.94776,1.095927,0.03162277660168379
24,24,2153.4424,39.028816,1.0980511,0.03162277660168379
25,25,2159.925,39.109615,1.100152,0.03162277660168379
26,26,2166.3735,39.19015,1.1022307,0.03162277660168379
27,27,2172.7888,39.270447,1.1042873,0.03162277660168379
28,28,2179.1724,39.350513,1.106322,0.03162277660168379
29,29,2185.525,39.430332,1.1083356,0.03162277660168379
30,30,2191.8467,39.509926,1.1103282,0.03162277660168379
31,31,2198.139,39.589275,1.1123004,0.03162277660168379
32,32,2204.4028,39.66841,1.1142526,0.03162277660168379
33,33,2210.6384,39.747307,1.1161852,0.03162277660168379
34,34,2216.847,39.826023,1.1180985,0.03162277660168379
35,35,2223.0303,39.90456,1.1199936,0.03162277660168379
36,36,2229.1885,39.98294,1.1218705,0.03162277660168379
37,37,2235.3228,40.06113,1.1237298,0.03162277660168379
38,38,2241.4336,40.13914,1.1255715,0.03162277660168379
39,39,2247.5215,40.21694,1.1273961,0.03162277660168379
40,40,2253.5876,40.29459,1.1292042,0.03162277660168379
41,41,2259.6335,40.37207,1.130996,0.03162277660168379
42,42,2265.659,40.449387,1.1327722,0.03162277660168379
43,43,2271.6653,40.526546,1.1345329,0.03162277660168379
44,44,2277.6536,40.603577,1.1362787,0.03162277660168379
45,45,2283.6238,40.680466,1.13801,0.03162277660168379
46,46,2289.5776,40.757202,1.1397268,0.03162277660168379
47,47,2295.5151,40.833805,1.1414303,0.03162277660168379
48,48,2301.437,40.91025,1.1431198,0.03162277660168379
49,49,2307.3447,40.986565,1.1447966,0.03162277660168379
0,0,2020.0178,37.406178,1.0522263,0.1778279410038923
1,1,2060.4207,37.8896,1.066618,0.1778279410038923
2,2,2099.3804,38.36221,1.0800751,0.1778279410038923
3,3,2137.0352,38.82513,1.0926827,0.1778279410038923
4,4,2173.5308,39.279583,1.1045262,0.1778279410038923
5,5,2209.0173,39.726654,1.1156851,0.1778279410038923
6,6,2243.6484,40.16717,1.1262362,0.1778279410038923
7,7,2277.5803,40.602497,1.1362568,0.1778279410038923
8,8,2310.957,41.033363,1.1458176,0.1778279410038923
9,9,2343.9133,41.46026,1.1549788,0.1778279410038923
10,10,2376.5737,41.883965,1.1637981,0.1778279410038923
11,11,2409.059,42.30536,1.172328,0.1778279410038923
12,12,2441.4658,42.724865,1.1806093,0.1778279410038923
13,13,2473.8801,43.143055,1.1886798,0.1778279410038923
14,14,2506.3706,43.560474,1.196572,0.1778279410038923
15,15,2538.9878,43.97747,1.2043132,0.1778279410038923
16,16,2571.7773,44.394188,1.2119247,0.1778279410038923
17,17,2604.7966,44.81113,1.2194291,0.1778279410038923
18,18,2638.0923,45.228462,1.2268424,0.1778279410038923
19,19,2671.7148,45.646378,1.2341799,0.1778279410038923
20,20,2705.7175,46.065346,1.241456,0.1778279410038923
21,21,2740.1375,46.485527,1.2486813,0.1778279410038923
22,22,2775.0142,46.90708,1.2558645,0.1778279410038923
23,23,2810.3784,47.330135,1.2630131,0.1778279410038923
24,24,2846.2585,47.75478,1.2701318,0.1778279410038923
25,25,2882.6724,48.18099,1.2772241,0.1778279410038923
26,26,2919.6292,48.60876,1.2842922,0.1778279410038923
27,27,2957.1316,49.038044,1.2913381,0.1778279410038923
28,28,2995.1921,49.46888,1.2983632,0.1778279410038923
29,29,3033.8262,49.9013,1.3053691,0.1778279410038923
30,30,3073.0369,50.335205,1.3123562,0.1778279410038923
31,31,3112.8213,50.770588,1.3193225,0.1778279410038923
32,32,3153.1968,51.20751,1.3262733,0.1778279410038923
33,33,3194.167,51.64598,1.3332105,0.1778279410038923
34,34,3235.7698,52.086227,1.3401375,0.1778279410038923
35,35,3278.0186,52.528263,1.3470589,0.1778279410038923
36,36,3320.9407,52.97223,1.353974,0.1778279410038923
37,37,3364.5432,53.418125,1.3608795,0.1778279410038923
38,38,3408.8525,53.866096,1.3677849,0.1778279410038923
39,39,3453.8823,54.316223,1.3746877,0.1778279410038923
40,40,3499.6526,54.768658,1.3815904,0.1778279410038923
41,41,3546.1726,55.22338,1.3884946,0.1778279410038923
42,42,3593.4539,55.68055,1.3954035,0.1778279410038923
43,43,3641.5225,56.140244,1.4023197,0.1778279410038923
44,44,3690.4065,56.602634,1.4092463,0.1778279410038923
45,45,3740.1274,57.06777,1.4161862,0.1778279410038923
46,46,3790.709,57.535786,1.4231429,0.1778279410038923
47,47,3842.1797,58.00684,1.4301195,0.1778279410038923
48,48,3894.5715,58.481045,1.4371203,0.1778279410038923
49,49,3947.9253,58.95854,1.4441488,0.1778279410038923
0,0,2195.6106,39.55611,1.1115329,1.0
1,1,2384.6685,41.996716,1.1659784,1.0
2,2,2568.0571,44.362366,1.2110863,1.0
3,3,2758.5378,46.720764,1.2524197,1.0
4,4,2963.5195,49.113487,1.2923527,1.0
5,5,3186.002,51.549915,1.3315648,1.0
6,6,3428.3672,54.040894,1.3704085,1.0
7,7,3693.0203,56.597626,1.4091659,1.0
8,8,3983.798,59.23981,1.4483161,1.0
9,9,4306.96,61.995205,1.4885718,1.0
10,10,4668.818,64.88877,1.5306802,1.0
11,11,5075.54,67.9409,1.5752189,1.0
12,12,5533.2026,71.168076,1.6227707,1.0
13,13,6046.8516,74.5771,1.673737,1.0
14,14,6620.3486,78.17203,1.7285373,1.0
15,15,7258.418,81.96012,1.7876115,1.0
16,16,7965.939,85.94879,1.8514109,1.0
17,17,8747.894,90.1454,1.9203993,1.0
18,18,9609.5,94.55832,1.9950275,1.0
19,19,10555.57,99.1959,2.0757582,1.0
20,20,11591.29,104.069885,2.1630015,1.0
21,21,12722.335,109.191864,2.2570367,1.0
22,22,13957.8,114.5874,2.358276,1.0
23,23,15309.283,120.2864,2.4671657,1.0
24,24,16782.94,126.29023,2.583639,1.0
25,25,18377.79,132.5689,2.7073238,1.0
26,26,20085.662,139.05728,2.836864,1.0
27,27,21889.455,145.64365,2.9704483,1.0
28,28,23749.943,152.14175,3.1049569,1.0
29,29,25630.719,158.40576,3.2380571,1.0
30,30,27501.154,164.34402,3.3679457,1.0
31,31,29341.072,169.92435,3.4934459,1.0
32,32,31147.996,175.17502,3.614672,1.0
33,33,32919.24,180.12485,3.7312038,1.0
34,34,34659.37,184.81842,3.8434477,1.0
35,35,36370.137,189.2849,3.951561,1.0
36,36,38053.1,193.549,4.0557113,1.0
37,37,39708.996,197.6306,4.1561203,1.0
38,38,41337.773,201.54477,4.2529283,1.0
39,39,42939.35,205.30249,4.3463326,1.0
40,40,44513.715,208.91573,4.436512,1.0
41,41,46061.836,212.39621,4.523712,1.0
42,42,47582.543,215.7485,4.60803,1.0
43,43,49073.85,218.97311,4.689684,1.0
44,44,50535.438,222.07661,4.7687855,1.0
45,45,51966.484,225.06265,4.8454995,1.0
46,46,53365.914,227.93372,4.9198995,1.0
47,47,54732.242,230.69156,4.992112,1.0
48,48,56063.305,233.3369,5.0621257,1.0
49,49,57356.246,235.86832,5.1299253,1.0
