,n steps,MSE,MAE,MAPE,eps
11,11,607.37787,20.597637,0.48064867,0.03162277660168379
12,12,615.53064,20.781502,0.4861775,0.03162277660168379
13,13,623.7802,20.965776,0.4917351,0.03162277660168379
14,14,632.1264,21.15045,0.49732068,0.03162277660168379
15,15,640.571,21.335556,0.5029383,0.03162277660168379
16,16,649.1156,21.520998,0.50858194,0.03162277660168379
17,17,657.7624,21.706852,0.51425636,0.03162277660168379
18,18,666.5131,21.893106,0.51995975,0.03162277660168379
19,19,675.36914,22.079712,0.52569157,0.03162277660168379
20,20,684.3335,22.266699,0.5314549,0.03162277660168379
21,21,693.4089,22.45408,0.53724724,0.03162277660168379
22,22,702.5989,22.641888,0.54307014,0.03162277660168379
23,23,711.9049,22.830095,0.54892117,0.03162277660168379
24,24,721.32715,23.018677,0.55480194,0.03162277660168379
25,25,730.868,23.207678,0.56071377,0.03162277660168379
26,26,740.53033,23.397053,0.5666558,0.03162277660168379
27,27,750.3166,23.586794,0.5726268,0.03162277660168379
28,28,760.22876,23.776909,0.578628,0.03162277660168379
29,29,770.2711,23.967415,0.58465964,0.03162277660168379
30,30,780.4461,24.158308,0.5907217,0.03162277660168379
31,31,790.75684,24.3496,0.5968137,0.03162277660168379
32,32,801.20465,24.541225,0.60293365,0.03162277660168379
33,33,811.79315,24.733244,0.6090845,0.03162277660168379
34,34,822.52374,24.925627,0.6152643,0.03162277660168379
35,35,833.3992,25.118376,0.62147385,0.03162277660168379
36,36,844.4193,25.311415,0.62770975,0.03162277660168379
37,37,855.58856,25.504784,0.63397473,0.03162277660168379
38,38,866.9084,25.698448,0.64026505,0.03162277660168379
39,39,878.3819,25.892399,0.6465806,0.03162277660168379
40,40,890.0103,26.086607,0.65292037,0.03162277660168379
41,41,901.79645,26.281096,0.6592857,0.03162277660168379
42,42,913.7416,26.47586,0.665675,0.03162277660168379
43,43,925.84955,26.670874,0.6720878,0.03162277660168379
44,44,938.121,26.866161,0.6785226,0.03162277660168379
45,45,950.55835,27.061714,0.6849781,0.03162277660168379
46,46,963.1624,27.257504,0.6914531,0.03162277660168379
47,47,975.934,27.453516,0.6979461,0.03162277660168379
48,48,988.87494,27.649752,0.70445645,0.03162277660168379
49,49,1001.9858,27.846193,0.71098286,0.03162277660168379
0,0,557.6125,19.437986,0.44620752,0.1778279410038923
1,1,601.4157,20.462751,0.47654358,0.1778279410038923
2,2,648.2302,21.504429,0.50800836,0.1778279410038923
3,3,698.33026,22.56017,0.54048824,0.1778279410038923
4,4,752.07733,23.627909,0.5739065,0.1778279410038923
5,5,809.89374,24.70745,0.6082666,0.1778279410038923
6,6,872.23364,25.798111,0.64356184,0.1778279410038923
7,7,939.4956,26.89777,0.6796519,0.1778279410038923
8,8,1012.0126,28.004854,0.7163685,0.1778279410038923
9,9,1089.9749,29.117216,0.75352037,0.1778279410038923
10,10,1173.45,30.23352,0.79090446,0.1778279410038923
11,11,1262.3936,31.35236,0.828341,0.1778279410038923
12,12,1356.599,32.472374,0.865656,0.1778279410038923
13,13,1455.7717,33.592453,0.90269494,0.1778279410038923
14,14,1559.4767,34.71167,0.93932086,0.1778279410038923
15,15,1667.4733,35.830173,0.9754921,0.1778279410038923
16,16,1779.5555,36.948406,1.0112025,0.1778279410038923
17,17,1895.8175,38.06797,1.0465305,0.1778279410038923
18,18,2016.0542,39.189083,1.0814612,0.1778279410038923
19,19,2140.1,40.31165,1.115993,0.1778279410038923
20,20,2267.3406,41.43386,1.1500072,0.1778279410038923
21,21,2397.1875,42.554424,1.1834295,0.1778279410038923
22,22,2529.1194,43.67246,1.2161999,0.1778279410038923
23,23,2663.0598,44.788544,1.2483839,0.1778279410038923
24,24,2799.2798,45.90448,1.280106,0.1778279410038923
25,25,2938.21,47.02215,1.3115093,0.1778279410038923
26,26,3080.376,48.143684,1.3427385,0.1778279410038923
27,27,3225.911,49.269344,1.3738389,0.1778279410038923
28,28,3374.7915,50.398746,1.4048196,0.1778279410038923
29,29,3526.791,51.530743,1.4356499,0.1778279410038923
30,30,3681.4717,52.663277,1.4662559,0.1778279410038923
31,31,3838.344,53.793434,1.4965564,0.1778279410038923
32,32,3996.639,54.91787,1.5264128,0.1778279410038923
33,33,4156.005,56.0352,1.5557896,0.1778279410038923
34,34,4316.076,57.144466,1.584659,0.1778279410038923
35,35,4476.685,58.245846,1.6130203,0.1778279410038923
36,36,4637.8154,59.339653,1.6409072,0.1778279410038923
37,37,4799.7524,60.427498,1.6683929,0.1778279410038923
38,38,4962.7505,61.510803,1.6955426,0.1778279410038923
39,39,5126.907,62.58971,1.7223843,0.1778279410038923
40,40,5292.711,63.66623,1.7490108,0.1778279410038923
41,41,5460.459,64.74195,1.7754809,0.1778279410038923
42,42,5629.9546,65.81607,1.8017685,0.1778279410038923
43,43,5801.183,66.888535,1.8278718,0.1778279410038923
44,44,5973.952,67.95885,1.8537701,0.1778279410038923
45,45,6148.3286,69.02725,1.8794756,0.1778279410038923
46,46,6324.163,70.093346,1.9049731,0.1778279410038923
47,47,6501.417,71.15738,1.9302696,0.1778279410038923
48,48,6679.979,72.219284,1.9553566,0.1778279410038923
49,49,6859.79,73.2793,1.9802405,0.1778279410038923
0,0,794.90106,24.444355,0.60126615,1.0
1,1,1216.6346,30.786312,0.8109404,1.0
2,2,1780.5997,37.050396,1.0114871,1.0
3,3,2461.1467,43.283367,1.1978848,1.0
4,4,3213.528,49.4894,1.3683996,1.0
5,5,4057.4966,55.789303,1.534189,1.0
6,6,4951.794,61.983215,1.6894895,1.0
7,7,5907.57,68.13352,1.8390454,1.0
8,8,6930.111,74.26572,1.9848279,1.0
9,9,7998.531,80.35592,2.1245322,1.0
10,10,9149.606,86.55475,2.263278,1.0
11,11,10419.84,92.97998,2.4051645,1.0
12,12,11843.422,99.70576,2.5533166,1.0
13,13,13427.829,106.681915,2.7075238,1.0
14,14,15110.603,113.65593,2.860949,1.0
15,15,16811.447,120.367805,3.0074766,1.0
16,16,18466.834,126.64813,3.1436841,1.0
17,17,20024.395,132.39851,3.2662337,1.0
18,18,21457.035,137.6055,3.3748143,1.0
19,19,22772.098,142.35593,3.4711566,1.0
20,20,23994.656,146.76524,3.5574713,1.0
21,21,25150.664,150.91634,3.6357994,1.0
22,22,26260.05,154.85109,3.7080266,1.0
23,23,27326.404,158.55698,3.7748952,1.0
24,24,28353.793,162.02533,3.837641,1.0
25,25,29338.076,165.24239,3.8963556,1.0
26,26,30278.174,168.21825,3.9515502,1.0
27,27,31176.406,170.97536,4.0035105,1.0
28,28,32039.893,173.55064,4.052815,1.0
29,29,32863.027,175.94598,4.0990696,1.0
30,30,33642.406,178.17317,4.14218,1.0
31,31,34380.355,180.2514,4.182271,1.0
32,32,35084.406,182.20912,4.2198763,1.0
33,33,35758.168,184.05812,4.2553444,1.0
34,34,36403.707,185.80978,4.288812,1.0
35,35,37021.777,187.46555,4.320534,1.0
36,36,37612.434,189.02946,4.3506527,1.0
37,37,38175.582,190.50218,4.379274,1.0
38,38,38710.914,191.88702,4.406439,1.0
39,39,39217.777,193.18364,4.432135,1.0
40,40,39698.582,194.40228,4.456504,1.0
41,41,40153.91,195.54532,4.4795814,1.0
42,42,40584.723,196.61903,4.5014257,1.0
43,43,40991.74,197.6268,4.5220294,1.0
44,44,41373.97,198.56932,4.5413136,1.0
45,45,41734.973,199.45685,4.559387,1.0
46,46,42074.594,200.28995,4.5762506,1.0
47,47,42397.938,201.08226,4.592128,1.0
48,48,42702.453,201.82701,4.6069117,1.0
49,49,42994.89,202.5429,4.62089,1.0
