,n steps,ACC,ROC AUC,PR AUC,eps
35,35,0.11068181818181819,0.10726872246696034,0.48409090909090907,0.1778279410038923
36,36,0.10643939393939394,0.10315712187958886,0.48409090909090907,0.1778279410038923
37,37,0.1053030303030303,0.10205580029368577,0.48409090909090907,0.1778279410038923
38,38,0.10075757575757575,0.0976505139500734,0.48409090909090907,0.1778279410038923
39,39,0.09992424242424243,0.09684287812041115,0.48409090909090907,0.1778279410038923
40,40,0.09537878787878788,0.09243759177679883,0.48409090909090907,0.1778279410038923
41,41,0.09393939393939393,0.0910425844346549,0.48409090909090907,0.1778279410038923
42,42,0.0903030303030303,0.08751835535976504,0.48409090909090907,0.1778279410038923
43,43,0.08848484848484849,0.08575624082232014,0.48409090909090907,0.1778279410038923
44,44,0.08727272727272728,0.08458149779735685,0.48409090909090907,0.1778279410038923
45,45,0.08666666666666667,0.08399412628487518,0.48409090909090907,0.1778279410038923
46,46,0.08575757575757575,0.08311306901615273,0.48409090909090907,0.1778279410038923
47,47,0.08227272727272728,0.07973568281938326,0.48409090909090907,0.1778279410038923
48,48,0.08401515151515151,0.08142437591776797,0.48409090909090907,0.1778279410038923
49,49,0.07916666666666666,0.07672540381791482,0.48409090909090907,0.1778279410038923
50,50,0.08303030303030302,0.08046989720998532,0.48409090909090907,0.1778279410038923
0,0,0.7646212121212121,0.7645250356766149,0.6900351660988642,1.0
1,1,0.7646212121212121,0.7645250356766149,0.6900351660988642,1.0
2,2,0.515530303030303,0.4996618477384128,0.4839677638020637,1.0
3,3,0.5159090909090909,0.5,0.48409090909090907,1.0
4,4,0.5159090909090909,0.5,0.48409090909090907,1.0
5,5,0.5158333333333334,0.4999265785609398,0.48409090909090907,1.0
6,6,0.5158333333333334,0.4999265785609398,0.48409090909090907,1.0
7,7,0.5156060606060606,0.49970631424375916,0.48409090909090907,1.0
8,8,0.5154545454545455,0.4995594713656388,0.48409090909090907,1.0
9,9,0.5149242424242424,0.49904552129221735,0.48409090909090907,1.0
10,10,0.5153030303030303,0.49941262848751833,0.48409090909090907,1.0
11,11,0.5145454545454545,0.4986784140969163,0.48409090909090907,1.0
12,12,0.5143939393939394,0.4985315712187959,0.48409090909090907,1.0
13,13,0.5137121212121212,0.497870778267254,0.48409090909090907,1.0
14,14,0.5134090909090909,0.49757709251101323,0.48409090909090907,1.0
15,15,0.5121969696969697,0.49640234948604994,0.48409090909090907,1.0
16,16,0.5115909090909091,0.49581497797356827,0.48409090909090907,1.0
17,17,0.510530303030303,0.49478707782672543,0.48409090909090907,1.0
18,18,0.5096969696969696,0.4939794419970631,0.48409090909090907,1.0
19,19,0.5096969696969696,0.4939794419970631,0.48409090909090907,1.0
20,20,0.5078030303030303,0.492143906020558,0.48409090909090907,1.0
21,21,0.5068939393939393,0.4912628487518355,0.48409090909090907,1.0
22,22,0.5071212121212121,0.49148311306901615,0.48409090909090907,1.0
23,23,0.5043181818181818,0.48876651982378855,0.48409090909090907,1.0
24,24,0.5029545454545454,0.48744493392070487,0.48409090909090907,1.0
25,25,0.5029545454545454,0.48744493392070487,0.48409090909090907,1.0
26,26,0.5013636363636363,0.48590308370044055,0.48409090909090907,1.0
27,27,0.4998484848484849,0.48443465491923643,0.48409090909090907,1.0
28,28,0.4984848484848485,0.4831130690161527,0.48409090909090907,1.0
29,29,0.49833333333333335,0.4829662261380323,0.48409090909090907,1.0
30,30,0.4946969696969697,0.47944199706314244,0.48409090909090907,1.0
31,31,0.49583333333333335,0.48054331864904554,0.48409090909090907,1.0
32,32,0.4929545454545455,0.4777533039647577,0.48409090909090907,1.0
33,33,0.49416666666666664,0.478928046989721,0.48409090909090907,1.0
34,34,0.49143939393939395,0.4762848751835536,0.48409090909090907,1.0
35,35,0.49242424242424243,0.47723935389133626,0.48409090909090907,1.0
36,36,0.49022727272727273,0.4751101321585903,0.48409090909090907,1.0
37,37,0.4893939393939394,0.47430249632892807,0.48409090909090907,1.0
38,38,0.48643939393939395,0.47143906020558,0.48409090909090907,1.0
39,39,0.4871969696969697,0.4721732745961821,0.48409090909090907,1.0
40,40,0.48409090909090907,0.46916299559471364,0.48409090909090907,1.0
41,41,0.4865909090909091,0.47158590308370046,0.48409090909090907,1.0
42,42,0.4825,0.4676211453744493,0.48409090909090907,1.0
43,43,0.48409090909090907,0.46916299559471364,0.48409090909090907,1.0
44,44,0.4809090909090909,0.466079295154185,0.48409090909090907,1.0
45,45,0.4821212121212121,0.4672540381791483,0.48409090909090907,1.0
46,46,0.4806060606060606,0.4657856093979442,0.48409090909090907,1.0
47,47,0.48113636363636364,0.46629955947136564,0.48409090909090907,1.0
48,48,0.47924242424242425,0.4644640234948605,0.48409090909090907,1.0
49,49,0.4800757575757576,0.46527165932452275,0.48409090909090907,1.0
50,50,0.4791666666666667,0.4643906020558003,0.48409090909090907,1.0
