,n steps,MSE,MAE,MAPE,eps
30,30,319.32455,14.2672615,0.24395338,0.03162277660168379
31,31,328.02185,14.552757,0.249281,0.03162277660168379
32,32,336.87793,14.837735,0.2545866,0.03162277660168379
33,33,345.8911,15.122115,0.25986934,0.03162277660168379
34,34,355.0588,15.405817,0.2651284,0.03162277660168379
35,35,364.37924,15.688808,0.27036342,0.03162277660168379
36,36,373.85077,15.971107,0.2755739,0.03162277660168379
37,37,383.4714,16.252628,0.28075916,0.03162277660168379
38,38,393.2385,16.533335,0.28591883,0.03162277660168379
39,39,403.1498,16.813189,0.29105255,0.03162277660168379
40,40,413.20303,17.092178,0.2961602,0.03162277660168379
41,41,423.3963,17.370255,0.30124116,0.03162277660168379
42,42,433.72656,17.647367,0.306295,0.03162277660168379
43,43,444.19113,17.923498,0.31132174,0.03162277660168379
44,44,454.7888,18.19866,0.31632155,0.03162277660168379
45,45,465.516,18.472773,0.3212936,0.03162277660168379
46,46,476.37085,18.74584,0.32623786,0.03162277660168379
47,47,487.3497,19.0178,0.33115396,0.03162277660168379
48,48,498.4505,19.288624,0.33604187,0.03162277660168379
49,49,509.67004,19.55832,0.34090167,0.03162277660168379
0,0,155.66524,7.099774,0.10706369,0.1778279410038923
1,1,182.49846,8.692059,0.13844123,0.1778279410038923
2,2,215.04347,10.314175,0.17006165,0.1778279410038923
3,3,253.26686,11.948184,0.20152201,0.1778279410038923
4,4,297.03293,13.58164,0.23260875,0.1778279410038923
5,5,346.1265,15.204365,0.2631622,0.1778279410038923
6,6,400.25424,16.80839,0.29307148,0.1778279410038923
7,7,459.04916,18.387033,0.3222492,0.1778279410038923
8,8,522.08154,19.934555,0.35064274,0.1778279410038923
9,9,588.86646,21.446016,0.3782168,0.1778279410038923
10,10,658.8825,22.917885,0.40496278,0.1778279410038923
11,11,731.60614,24.347456,0.43088806,0.1778279410038923
12,12,806.5341,25.733044,0.4560153,0.1778279410038923
13,13,883.16925,27.073776,0.48036903,0.1778279410038923
14,14,961.0657,28.369377,0.50397426,0.1778279410038923
15,15,1039.8236,29.62028,0.5268548,0.1778279410038923
16,16,1119.089,30.827385,0.54903364,0.1778279410038923
17,17,1198.5663,31.991756,0.57053024,0.1778279410038923
18,18,1278.0162,33.11482,0.5913612,0.1778279410038923
19,19,1357.2722,34.198586,0.61155397,0.1778279410038923
20,20,1436.2112,35.245102,0.63113254,0.1778279410038923
21,21,1514.7532,36.25637,0.65011925,0.1778279410038923
22,22,1592.882,37.234875,0.6685457,0.1778279410038923
23,23,1670.6178,38.18315,0.6864464,0.1778279410038923
24,24,1748.0947,39.10479,0.70388883,0.1778279410038923
25,25,1825.4087,40.00245,0.7209212,0.1778279410038923
26,26,1902.6346,40.878418,0.7375838,0.1778279410038923
27,27,1979.8058,41.73431,0.7539024,0.1778279410038923
28,28,2056.955,42.571526,0.76989937,0.1778279410038923
29,29,2134.0957,43.391235,0.78559417,0.1778279410038923
30,30,2211.2231,44.194294,0.80099744,0.1778279410038923
31,31,2288.3142,44.98134,0.81611687,0.1778279410038923
32,32,2365.3376,45.752853,0.83095926,0.1778279410038923
33,33,2442.266,46.5093,0.84553033,0.1778279410038923
34,34,2519.0698,47.251114,0.8598366,0.1778279410038923
35,35,2595.7268,47.978798,0.8738865,0.1778279410038923
36,36,2672.229,48.692833,0.88768834,0.1778279410038923
37,37,2748.5457,49.393524,0.90124613,0.1778279410038923
38,38,2824.6372,50.08106,0.9145629,0.1778279410038923
39,39,2900.4995,50.755924,0.9276455,0.1778279410038923
40,40,2976.1218,51.418518,0.94050074,0.1778279410038923
41,41,3051.4907,52.0692,0.95313346,0.1778279410038923
42,42,3126.5942,52.70833,0.96554977,0.1778279410038923
43,43,3201.442,53.336372,0.9777594,0.1778279410038923
44,44,3276.0266,53.953697,0.9897695,0.1778279410038923
45,45,3350.353,54.5607,1.0015868,0.1778279410038923
46,46,3424.4243,55.157776,1.0132203,0.1778279410038923
47,47,3498.2449,55.74527,1.0246769,0.1778279410038923
48,48,3571.809,56.32343,1.0359612,0.1778279410038923
49,49,3645.1404,56.892693,1.0470836,0.1778279410038923
0,0,331.74515,14.8666525,0.2593806,1.0
1,1,701.9099,24.033855,0.43656045,1.0
2,2,1170.401,32.011627,0.5929086,1.0
3,3,1659.7126,38.61668,0.7264968,1.0
4,4,2141.0532,44.15318,0.84112686,1.0
5,5,2625.3384,49.064716,0.9443172,1.0
6,6,3110.1653,53.497913,1.0384406,1.0
7,7,3591.3938,57.528877,1.1247559,1.0
8,8,4067.5386,61.22613,1.2045345,1.0
9,9,4539.153,64.650246,1.2790588,1.0
10,10,5007.176,67.84712,1.349364,1.0
11,11,5472.117,70.85059,1.4162624,1.0
12,12,5934.043,73.6834,1.4804549,1.0
13,13,6392.4346,76.360794,1.542537,1.0
14,14,6845.434,78.88831,1.6028091,1.0
15,15,7290.115,81.265274,1.6610951,1.0
16,16,7722.5073,83.48694,1.7169148,1.0
17,17,8139.3086,85.55222,1.7697883,1.0
18,18,8538.446,87.465675,1.8195063,1.0
19,19,8918.922,89.23507,1.8660009,1.0
20,20,9279.989,90.868286,1.9092296,1.0
21,21,9620.202,92.369095,1.949101,1.0
22,22,9938.761,93.74352,1.9856461,1.0
23,23,10235.135,94.997154,2.0188448,1.0
24,24,10510.24,96.14052,2.0489383,1.0
25,25,10765.307,97.18352,2.0761828,1.0
26,26,11001.551,98.13555,2.100843,1.0
27,27,11220.208,99.0045,2.123196,1.0
28,28,11422.492,99.79824,2.143472,1.0
29,29,11609.331,100.522224,2.1618423,1.0
30,30,11781.897,101.18332,2.1785135,1.0
31,31,11940.674,101.784645,2.1936033,1.0
32,32,12086.899,102.33258,2.2073317,1.0
33,33,12220.815,102.8291,2.2197392,1.0
34,34,12343.487,103.279686,2.2310107,1.0
35,35,12455.417,103.686874,2.2411528,1.0
36,36,12557.095,104.05388,2.250259,1.0
37,37,12648.817,104.382286,2.2583616,1.0
38,38,12730.962,104.67475,2.265511,1.0
39,39,12804.223,104.93403,2.2717612,1.0
40,40,12869.312,105.16357,2.2772079,1.0
41,41,12926.84,105.36558,2.2818933,1.0
42,42,12977.53,105.54344,2.2859142,1.0
43,43,13022.0625,105.69935,2.2893188,1.0
44,44,13061.194,105.83665,2.292206,1.0
45,45,13095.798,105.95803,2.2946506,1.0
46,46,13126.749,106.06703,2.29677,1.0
47,47,13154.58,106.16516,2.2986,1.0
48,48,13179.735,106.25445,2.3002005,1.0
49,49,13202.587,106.3358,2.3015916,1.0
